Configuration,FPS,MPJPE,Jitter
skip2_v8n,52.8857107833151,0.008564002503626874,0.0031798414
skip4_v8n,51.08292291865032,0.008762622535756296,0.003082923
skip6_v8n,51.93977948249819,0.00913282942007361,0.003024809
skip10_v8n,75.4877368688743,0.00933851010819751,0.0030100588
skip15_v8n,85.4250419237999,0.009712764214403017,0.0029845831
