Configuration,FPS,MPJPE,Jitter
pure_v8n,21.02970889759914,0.008082282634388663,0.008521564
hybrid_v8n,72.18694463607783,0.00913282942007361,0.003024809
pure_v8m,5.464765568675493,0.005287583068974679,0.0069481228
hybrid_v8m,22.184848536852698,0.006643966831479431,0.0028223256
pure_v26n,17.79191617214087,0.005972652737412776,0.007280333
hybrid_v26n,64.15898208888387,0.007589933494088627,0.002848871
pure_v26m,6.0169813641188234,0.004300130353011433,0.006590255
hybrid_v26m,25.384792885626798,0.006338131348484079,0.0027768435
