Configuration,FPS,MPJPE,Jitter
thr1.0_v8n,59.10389543970624,0.008517792686586685,0.0031670055
thr2.0_v8n,64.66870351145648,0.008564601294154919,0.0031313403
thr3.0_v8n,66.65593586849498,0.008673880080266804,0.0030918373
thr5.0_v8n,71.37168212201813,0.00913282942007361,0.003024809
thr7.0_v8n,66.25933452581427,0.010259075834875998,0.002760288
thr10.0_v8n,80.91859971810838,0.011814987707878985,0.0023154735
