Configuration,FPS,MPJPE,Jitter
dense_v8n,26.288172470421674,0.02482564521878809,5.629613775201771e-06
framediff_v8n,51.96765629492315,0.012389733455895268,7.075921198505435e-06
sparse_v8n,43.7044179344511,0.008961539086091297,8.113675010118772e-06
